"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2015034952,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","U","","2","09999999","99"
2015005208,"03","4","15 PINEDALE VIEW DR.","","ORWIGSBURG","PA","17961","J MARLIN ERNST & SONS INC.","5703662471","073280","","","","","N","","","","","000112809","N","A-0103103","2","00038109","04"
2015031503,"99","9","3242 PINE RUN RD","","HUGHESVILLE","PA","17737","DAM CONTAINERS","9999999999","014000","","","","","N","","","","","","U","","2","","05"
2015067497,"05","9","2200 FORWARD DRIVE","","HARRISON","AZ","72601","FEDEX FREIGHT INC.","8004633339","080000","","","","","N","","","","","","N","","2","00239039","08"
2015111973,"05","9","6380 BRACKBILL BLVD","","MECHANICSBURG","PA","170559049","CARLISLE CARRIER CORP","7176918600","080000","","","","","N","","","","","","N","A-00109478","1","00369330","98"
2015137007,"04","9","369 BOSTWICK ROAD","","PHELPS","NY","14532","RIST TRANSPORTATION LTD","3157898871","010000","","","","","N","","","","","","N","","2","00285525","08"
2015016658,"99","9","RT 31 PO BOX 84","","JONES MILLS","PA","15646","FRONTIER ENVIORONMENTAL SERIVICE","7244206248","","","","","","N","","","","","","N","","2","01658651","05"
2015059747,"05","1","14507 FRONTIER RD","","OMAHA","NE","68138","WERNER ENTERPRISES","8002282240","080000","","","","","N","","","","","","N","","1","00053467","08"
2015013525,"05","1","325 W LAKE STR","","ELMHURST","IL","60126","MULTI GROUP LOGISTICS INC","8885857878","080000","","","","","N","","","","","","N","","1","01205833","08"
2015065248,"03","7","301 IVEN AVE","","WAYNE","PA","19087","RADNOR TWP","6106880503","","","","","","N","","","","","","N","","1","","04"
2015023429,"05","2","P.O. BOX 1486","","HOUSTON","TX","77251","STALLION OILFIELD HOLDINGS","5704940760","077000","","","","","N","","","","","","N","","1","00602293","09"
2015018637,"05","1","164 SHEEYLAND RD","","MANHEIM","PA","17545","CON-WAY FREIGHT","7176530909","080000","","","","","N","","","","","","N","","1","00241829","08"
2015039728,"05","1","TIDE INDUSTRIAL PARK","","HOMETOWN","PA","18252","FOX TRANSPORT INC","5706684189","080000","","","","","N","","","","","","N","","1","00213512","08"
2015067968,"05","1","48 GEORGE KIRBY ST","","MAPLE","ON","L6A0K5","DARI LTD TRANSPORT","1888532053","080000","","","","","N","","","","","","N","","1","01783393","08"
2015121344,"02","1","9200 E. 146TH ST.","","NOBLESVILLE","IN","46060","J.B. HUNT TRANSPORT","4122649742","025999","","","","","N","","","","","","N","","2","00080806","03"
2015067242,"99","4","PO BOX 392","","ELVERSON","PA","19520","AJ BLOSENKI","6109422707","","","","","","N","","","","","","N","","2","00632337","09"
2015089548,"03","3","1835 S STATE ROAD","","UPPER DARBY","PA","19082","BEATTY LUMBER & MILLWORK COMPANY","6107895036","","","","","","","","","","","","N","","2","00342843","04"
2015014883,"02","7","PO BOX 490","","RICHLANDTOWN","PA","18955","L KENNETH HINKLE AND SONS LLC","2155367592","033000","","","","","N","","","","","","N","","1","02141015","03"
2015008634,"03","1","2900 GRANADA LN NORTH","","OAKDALE","MN","55128","DEDICATED LOGISTICS","6516315918","014000","","","","","N","","","","","","N","","2","00618375","08"
2015111796,"05","2","412 W.MINE ST","","HAZLETON","PA","18201","GREAT SPRING WATER TRANSPORT","5704557502","080000","","","","","N","","","","","","N","","1","02310214","06"
2015086569,"03","1","6800 PORT RD","","GROVEPORT","OH","43125","QUALITY EQUIPMENT SALES","8664721120","080000","","","","","N","","","","","","N","","2","00589251","08"
2015023229,"99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","N","","2","99999999","08"
2015028530,"03","9","PO BOX 165","","REYNOLDSVILLE","PA","15851","BLOOM TOWING","8145837386","","","","","","N","","","","","","N","","2","00359699","04"
2015101698,"04","4","676 SCOTTS RD PO BOX 18","","SMITHMILL","PA","16680","JACOBY JR LOUIS A","8143787272","","","","","","N","","","","","","N","","1","02117761","04"
2015075862,"05","3","4180 CHAMBERS HILL RD","","HARRISBURG","PA","17111","H&S TOWING","7176579941","080000","","","","","N","","","","","","N","","2","00836405","08"
2015075862,"05","9","6975 NC HWY 742 N","","WADESBORO","NC","28170","LISK TRUCKING CO","7042727641","080000","","","","","N","","","","","","N","","1","00132257","08"
2015005436,"99","9","233 FRENZ DR","","NEW CASTLE","PA","16101","PENNSYLVANIA POWER CO","9999999999","019000","","","","","N","","","","","","U","","2","","05"
2015022686,"02","1","2851 OLD TREE DRIVE","","LANCASTER","PA","17603","U GO BOY","7173926612","026000","","","","","N","","","","","","N","","2","01208429","03"
2015089572,"99","3","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","U","","2","","08"
2015075525,"02","1","1220 MCKEE ST","","MCKEES ROCKS","PA","15136","THE HOLDEN CORP","4122384047","026000","","","","","N","","","","","","N","","2","00364088","03"
2015007665,"02","4","17TH AND ARSENAL ST.","","HARRISBURG","PA","17120","PENN DOT","2674440578","","","","","","N","","","","","","N","","2","","03"
2015044532,"02","8","200 HAHN RD","","PITTSBURG","PA","15209","FIRST STUDENT INC","6102627173","","","","","","N","","","","","","N","","1","00354406","11"
2015100768,"05","1","300 S TAMAQUA ST RT 309","","HAZLETON","PA","18201","HAZLETON OIL AND ENVIRONMENTAL I","8482034571","080000","","","","","N","","","","","","N","","2","02498771","08"
2015095655,"04","4","63 SOUTH 7TH STREET","","ALLEGANY","NY","14706","RICHARD L. PECK CONSTRUCTION","7163732006","066200","","","","","N","","","","","","N","","1","01137732","04"
2015016535,"02","2","410 BRANDYWINE AVE","","DOWNINGTOWN","PA","19335","COUNTY PROPANE LLC","4846962007","000000","2","","","","Y","1","","","","","N","","2","00434220","03"
2015090124,"05","1","4080 JENKINS ROAD","","CHATTANOOGA","TN","37421","US EXPRESS INC","4235103000","080000","","","","","N","","","","","","N","","2","00303024","08"
2015042206,"03","4","PO BOX 67","","COLUMBIA CROSSROADS","PA","16914","JUDSON'S INC","5702972154","073280","","","","","N","","","","","","N","","1","00274056","04"
2015043097,"99","1","348 BIRCHES ROAD","","NORTH BAY","ON","P1B8Z4","PRONORTH TRANSPORTATION INC","7054764411","057000","","","","","N","","","","","000266736","N","","2","00269226","08"
2015036371,"03","1","103 W. CENTER ST., P.O.","","KITZMILLER","MD","21538","METRO TRUCK AND TRACTOR LEASING","3019371910","025000","","","","","N","","","","","000002404","N","","2","00463498","04"
2015030660,"03","9","3 HAMPSHIRE COURT","","SICKLERVILLE","NJ","08081","COPA TRANSPORT CORP","6099324504","080000","","","","","N","","","","","","N","","2","01857449","08"
2015081601,"05","9","175 OHIO AVE","","MCDONALD","OH","44437","WOLFORD'S ROLLOFFS INC","3305303200","068000","","","","","N","","","","","","N","","1","00708199","06"
2015102164,"02","4","3128 NEW CASTLE AVE","","NEW CASTLE","DE","19720","DAISEY CONSTRUCTION COMPANY","3026584417","","","","","","N","","","","","","N","","2","00231183","04"
2015114879,"03","9","5201 ROSA PARKS BLVD","","DETROIT","MI","48208","INLINE EXPRESS","5869336354","026000","","","","","N","","","","","","N","","2","02185932","09"
2015114879,"05","1","13620 STATE ROUTE 709","","OHIO CITY","OH","45874","REFRIGERATED FOOD EXPRESS","4192965114","080000","","","","","N","","","","","","N","","1","00023868","08"
2015014575,"05","1","3147 W. 169TH PL","","HAMMOND","IN","46323","UNITED PARCEL SERVICE INC.","8002758777","","","","","","N","","","","","","N","","2","00021800","08"
2015115871,"02","6","124 EAST 26TH","","ERIE","PA","16504","ERIE TRANSPORTATION SERVICES INC","8144554441","","","","","","N","","","","","","N","A-00108419","1","","01"
2015089073,"99","9","90 CENTER DRIVE","","ROCHESTER","NY","14623","R.H. HARDING CO. INC.","9999999999","999999","","","","","N","","","","","","U","","1","","08"
2015047435,"02","2","ER815-9064","17TH & ARESENAL BLVD","HARRISBURG","PA","17120","PENN DOT","8144323115","058400","","","","","N","","","","","","N","","1","","03"
2015095354,"05","1","6118 SANTO DOMINGO CT","","BAKERSFIELD","CA","93313","RAI GROUP EXPRESS INC","6613976400","","","","","","N","","","","","","N","","1","01624573","08"
2015100220,"03","9","470 W CROSSROADS PKWY S","","BOLINGBROOK","IL","60440","CRANE CARTAGE LLC","8158866495","080000","","","","","N","","","","","","N","","2","01873432","08"
2015008498,"03","1","800 HELD DR","","NORTHAMPTON","PA","18067","NAZARETH PALLET CO","6102629799","080000","","","","","N","","","","","A-9999999","N","A-99999999","1","00350249","08"
2015046229,"05","2","7700 KENMONT RD.","","GREENSBORO","NC","23060","HILCO TRANSPORT INC.","8046255955","080000","","","","","N","","","","","","N","","2","00328463","08"
2015002611,"05","1","15957 LIGGETT ST","","NORTH HILLS","CA","91343","GLA LOGISTIC INC","6268881818","080000","","","","","N","","","","","","N","","1","02551179","08"
2015065243,"03","1","295 GRAND AVE","","CLARION","PA","16214","JM LEASING CO","8142268143","800000","","","","","N","","","","","","N","","1","00841932","08"
2015103840,"04","7","73A NOBLES TOWN ROAD","","CARNEGIE","PA","15106","REPUBLIC SERVICES","4124292600","073280","","","","","N","","","","","","N","","2","00962087","04"
2015006753,"05","2","611 RIDGE ROAD","","NEW ENTERPRISE","PA","16664","KEYSTATE AG TRANSPORT LLC","8147662947","080000","3","","","","Y","1","","","","","N","","2","01182476","08"
2015033640,"02","8","3435 TREWIGTOWN RD","","COLMAR","PA","18915","FIRST STUDENT INC.","2159977982","","","","","","N","","","","","","N","","2","00052804","11"
2015071800,"04","4","420 BURNS LN","","RUFFS DALE","PA","15679","TR TRUCKING","5635875000","073000","","","","","N","","","","","","N","A-00117548","1","01122214","09"
2015071800,"03","4","415 UNITY CENTER RD","","PITTSBURGH","PA","15239","TARR WARS TRUCKING","8007662245","072000","","","","","N","","","","","","N","A-00115757","2","02118643","09"
2015015745,"05","4","6032 GREENVILLE PIKE","","GRAMPIAN","PA","16838","AUDIE PENTZ TRUCKING CO","8145837241","080000","","","","","N","","","","","","N","A-00112472","1","01019091","08"
2015116684,"03","3","500 INDEPENDENCE WAY","","SADSBURYVILLE","PA","19369","ROCK TECHNOLOGIES INC","6108578080","080000","","","","","N","","","","","","N","","2","00145532","08"
2015036211,"99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","","","","","","","U","","1","","08"
2015047466,"02","8","345 6TH AVE THIRD FLOOR","","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","N","A-00976060","2","","11"
2015048444,"05","1","100 ILLINOIS ST","","ST CHARLES","IL","60174","GREATWIDE DEDICATED TRANSPORT IN","8002839700","080000","","","","","N","","","","","","N","","2","00859109","08"
2015116187,"02","8","1030 ANDREW DRIVE","","WEST CHESTER","PA","19380","RED LION BUS","6105942664","031000","","","","","N","","","","","","N","","2","02339586","11"
2015020450,"03","1","1200 HOOVER AVE","","ALLENTOWN","PA","18109","TRANS PORTE INC DBA US FOODS","8004410998","080000","","","","","N","","","","","000883089","N","","1","00745614","09"
2015051425,"99","9","8201 ENTERPRISE AVE","","PHILA","PA","19153","XTL INC","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2015098975,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","10"
2015070964,"03","7","2650 AUDUBON RD","","AUDUBON","PA","19403","JP MASCARO AND SONS","6104764936","073693","","","","","N","","","","","","N","","1","00454743","04"
2015047928,"05","1","PO BOX 8608","","ROBINSON","IL","62454","MIDWEST TRANSPORT INC","9046510160","080000","","","","","N","","","","","","N","","1","01084722","08"
2015128718,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015042823,"02","8","734 SCHULKILL AVE","","PHILADELPHIA","PA","19132","THE SCHOOL DISTRICT OF PHILA","9999999999","999999","","","","","","","","","","","N","","3","","10"
2015043392,"99","1","509 LOCUST STREET","","DENVER","PA","17517","VICTOR EDUARDO AGRON-MARRERO","9999999999","080000","","","","","N","","","","","","N","","2","","08"
2015078648,"99","1","643","","PENNFIELD","PA","19440","A-LEE COOK HAULING INC","9999999999","073280","","","","","N","","","","","","N","","1","","05"
2015084035,"99","1","RT 10 GREEN HILLS","","READING","PA","19603","PENSKE TRUCK LEASING","8006337023","026000","","","","","N","","","","","","N","","2","00372830","99"
2015043551,"05","1","131 LAKE AVENUE","","CLIFTON","NJ","07011","DRAGAN TRANSPORTATION","9739281512","080000","","","","","N","","","","","","N","","2","01356260","08"
2015100468,"02","1","162 WRENWOOD WAY","","NEWTOWN","PA","18940","MX FREIGHT SERVICES","2676880690","026000","","","","","N","","","","","","N","","1","02393667","03"
2015100468,"03","2","PO BOX 351","","CRANBURY","NJ","08512","PLANT FOOD COMPANY INC","6094480935","052000","","","","","N","","","","","","N","","2","00096045","04"
2015107765,"04","3","202 GREENFIELD RD","","LANCASTER","PA","17601","DALSTONS TOWING & RECOVERY","7178243271","017000","","","","","N","","","","","","N","","1","02015525","08"
2015109329,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015046015,"05","2","51 HOST ROAD","","WOMELSDORF","PA","19567","COUNTRYSIDE FUEL SERVICE LLC","6105895840","","","","","","N","","","","","","N","","1","02097960","08"
2015107909,"02","9","128 HIGH BLVD","","SHILLINGTON","PA","19607","EMMANUEL SOLARES","6467735863","","","","","","","","","","","000999999","U","","2","00999999","99"
2015045996,"02","1","1-71 NORTH AVE EAST","","ELIZABETH","NJ","07201","NEW ENGLAND MOTOR FREIGHT","8005240598","080000","","","","","N","","","","","","N","","2","00031120","08"
2015015751,"03","7","11763 SHIRLEY AYR RD","","MOUNT UNION","PA","17066","PARKS GARAGE SERVICE INC","8145424751","052000","","","","","N","","","","","","N","","2","02103091","03"
2015002959,"03","0","PO BOX 2020  AR076132","","SPRINGDALE","OA","72765","TYSON FOODS INC","2155102727","018400","","","","","N","","","","","","N","","1","00003327","07"
2015058972,"05","9","971 BRIARSDALE RD","","HARRISBURG","PA","17109","RYDER TRUCK RENTAL LT","5702397348","080000","","","","","N","","","","","","N","","2","00016130","08"
2015132191,"05","1","1015 E CHERRY ST","","PALMYRA","PA","17078","KLINE FREIGHT LINES LLC","9196328872","080000","","","","","N","","","","","","N","","2","","08"
2015091706,"02","8","901 N CAMERON ST","","HARRISBURG","PA","17105","CUMBERLAND DAUPHIN HARRISBURG TR","7172388304","050000","","","","","N","","","","","","N","","2","","11"
2015133323,"01","1","980 OLD HARRISBURG ROAD","","GETTYSBURG","PA","17325","UPS","8007425877","012000","","","","","N","","","","","","N","","1","00021800","05"
2015088597,"03","0","58 PITTSTON AVE","","PITTSTON","PA","18640","CALEX EXPRESS","5706030180","017818","","","","","N","","","","","","N","","3","00038078","07"
2015065847,"04","0","300 SCOTTDALE AVENUE","","SCOTTDALE","PA","15683","PENNLINE SERVICE INC.","7248879110","033000","","","","","N","","","","","","N","","1","00093930","04"
2015033593,"05","2","405 NESTLE WAY","","BREINIGSVILLE","PA","18031","NESTLE WATERS","6105707301","080000","","","","","N","","","","","","N","","2","00085840","08"
2015113008,"05","9","19230 COUNTRY ROAD F","","WAUSEON","OH","43567","DAVES SAND AND STONE INC.","4194459356","080000","","","","","N","","","","","","N","","2","00342628","08"
2015109089,"99","4","DEPT OF STRT & HWYS, 1","","CHESTER","PA","19013","CITY OF CHESTER","9999999999","025500","","","","","N","","","","","","N","","1","99999999","05"
2015126279,"05","1","140 EVERETT AVE","","NEWARK","OH","43058","TRUCK ONE INC","7404036628","080000","","","","","N","","","","","","N","","2","00203287","08"
2016007317,"99","1","15 27TH ST","","PITTSBURGH","PA","15222","PITT LLC","9999999999","","","","","","N","","","","","","N","","2","99999999","05"
2015116534,"02","1","7735 SALTSBURG ROAD","","PITTSBURGH","PA","15235","A. J. MEYERS","4127937000","012300","","","","","N","","","","","","N","","1","","02"
2016000047,"04","4","2045 LISBON ROAD","","KENNERDELL","PA","16374","DTA","8143856967","073280","","","","","N","","","","","","N","","1","00757900","04"
2015105342,"03","1","5550 BLAZER PARKWAY","SUITE 300","DUBLIN","OH","43017","THE SYGMA NETWORK INC","6147342500","080000","","","","","N","","","","","","N","","2","00014811","08"
2015136859,"05","1","5426 CLEVLAND AVE","","COLUMBUS","OH","43229","BAKAR TRUCKING LLC","6147078745","032000","","","","","N","","","","","","N","","1","02575367","06"
2015136982,"05","1","4 WILDON DRIVE","","BANGOR","PA","18013","INTERCOASTAL INC","9733322653","080000","","","","","N","","","","","","N","","2","00651154","08"
2015106113,"05","3","4010 COLUMBUS AVE","","SANDUSKY","OH","44870","SOUTH SHORE TRANSPORTATION CO","4196266267","999999","","","","","N","","","","","","N","","1","00247350","08"
2015019636,"02","8","1515 STATE RD","PO BOX 100","DUNCANNON","PA","17020","HE ROHRER INC","7179575114","","","","","","N","","","","","","N","","2","","11"
2015057176,"02","3","134A MOREHEAD DR","","MILLVILE","PA","17846","STARR","5704585188","016000","","","","","N","","","","","","N","","2","02283280","03"
2015043159,"04","3","PO BOX 72","","COMMACK","NY","11725","A B RICHARDS INC","9999999999","019300","","","","","N","","","","","","N","","1","01006632","03"
2015114640,"99","8","1060 LEHIGH STREET","","ALLENTOWN","PA","18103","LEHIGH & NORTHAMPTON TRANSPORT","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015115408,"02","2","190 OBERLIN AVE","","LAKEWOOD","NJ","08701","FERGUSON ENTERPRISES","7579892421","","","","","","N","","","","","","N","","1","00463299","09"
2015015236,"05","9","400 MULBERRY ST","","YORK","PA","17402","GRANITE TRANSPORTATION COQ","7178485015","080000","","","","","N","","","","","","N","","2","00898834","08"
2015100150,"04","3","207 N HARVEST ROAD","","BIRD IN HAND","PA","17505-9734","OMARS TRANSPORT LLC","7176566676","054000","","","","","N","","","","","","N","","2","00988244","04"
2015110904,"99","1","24471 N RIVER ROAD","","MOUNT CLEMENS","MI","48043","T.M MORLEY INC","9897980877","080000","","","","","N","","","","","","N","","2","27547763","08"
2015053781,"05","3","510, R414- P.O. BOX 177","","CANTON","PA","17724","PRINCIPLE ENTERPRISES","5702505180","045000","","","","","N","","","","","","N","","1","01817105","08"
2015127316,"03","3","327 E 18TH","","ERIE","PA","16504","ROGS INC","8144536781","080000","","","","","N","","","","","","N","","2","00446973","08"
2015020187,"03","1","210 BRADLEY CT","","SOUTHAMPTON","PA","18966","N TRANS INCORPORATED","2627441763","032000","","","","","N","","","","","","N","","1","02171423","08"
2015127042,"05","1","703 WALL AVE","","WALL BOROUGH","PA","15148","EVANS DELIVERY CO","4123725160","080000","","","","","N","","","","","","N","","1","00038111","08"
2015040746,"05","1","4808 KROEMER ROAD SUITE","","FORT WAYNE","IN","46818","FISCHER TRUCKING INC","8004868600","080000","","","","","N","","","","","","N","","1","00541364","08"
2016005649,"03","9","400 WEST BEAVER AVENUE","","STATE COLLEGE","PA","16801","CENTRE REGION COG","8142313077","046800","","","","","N","","","","","","N","","2","","04"
2015044014,"05","2","752 NOTTINGHAM RD","PO BOX 248","PEACH BOTTOM","PA","17563","FLAHART TRANSPORT INC","7175480282","080000","","","","","N","","","","","","N","","2","01076107","08"
2015048867,"99","3","1951 HARRISBURG PIKE","","CARLISLE","PA","17013","KEEN TRANSPORT INC","7172436622","080000","","","","","N","","","","","000111320","N","A-00000000","2","00120673","06"
2015002905,"99","1","4000 CLINE AVENUE","","EAST CHICAGO","IN","46312","PENSKE TRUCK LEASING CO  L  P","2193911030","033000","","","","","N","","","","","","N","","1","00472358","09"
2015002905,"99","2","468 5TH STREET HWY","","TEMPLE","PA","19560","PENN DOT","6109290766","","","","","","N","","","","","","N","","2","","04"
2015044200,"03","9","PO BOX 2159","","DANVILLE","VA","24541","LAVA ENTERPRISES","4344410646","080000","","","","","N","","","","","","N","","1","00605028","07"
2015117380,"99","1","6675 LOW STREET","","BLOOMSBURG","PA","17815","METROPOLITAN TRUCKING","8009672338","","","","","","N","","","","","","N","","2","00039717","08"
2015005688,"05","1","82 TIDELAND DR","","BRAMPTON","ON","L7A2W1","PROLOGISTICS CARRIERS","6054576177","080000","","","","","N","","","","","","N","","1","02178948","08"
2015119540,"04","4","704 ADAMS AVENUE","","ELIZABETH","NJ","07201","SERPA EXPRESS LLC","9083408565","080000","","","","","N","","","","","","N","","1","02631869","04"
2015058706,"02","3","109 MCCLURE ST","","DRAVOSBURG","PA","15034","C & D TOWING & RECOVERY INC","4124699380","","","","","","N","","","","","","N","","2","","03"
2015127056,"05","1","2305 S 900 W","","SALT LAKE CITY","UT","84119","ESTENSON LOGISTICS LLC","0000000000","800000","","","","","N","","","","","","N","","2","80011828","08"
2015073093,"02","4","1654 RAILROAD ST","","SUMMERHILL","PA","15958","CROYLE TWP","9999999999","054000","","","","","N","","","","","","N","","2","","03"
2015062178,"02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","N","A-00976060","2","","11"
2015042716,"99","9","HUTCHINSON ST","","PHILA","PA","99999","TL FREEDOM TRUCKING LLC","9999999999","025955","","","","","N","","","","","","N","","2","","05"
2015115078,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015054197,"03","0","2311 WEST 15TH STREET","","ERIE","PA","16505","NTL","8148122040","026000","","","","","N","","","","","","N","","2","02028242","07"
2015077839,"99","1","705 B NORTH BLOOMINGTON","","LOWELL","AR","72745","JBHUNT","9999999999","999999","","","","","N","","","","","0FL886151","U","3HSDJAPR2G","2","1JJV532D","08"
2015054609,"02","6","16 CRUISER COURT","","TOMS RIVER","NJ","08753","SHORE RUNNER TRANSPORTING","7325224131","036000","","","","","N","","","","","","N","","2","02499848","09"
2015034184,"99","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015109239,"99","9","15232 STONEY CREEK RD","","NOBLESVILLE","IN","46060","KNIGHT TRANSPORTATION","9999999999","999999","","","","","N","","","","","","N","","2","","07"
2015109217,"99","9","1919 N 2ND","","PHILA","PA","19122","MF426 FULL SERVICE INSPECTION","9999999999","999999","","","","","N","","","","","","N","","2","","05"
2015044492,"05","1","311 LAKESIDE DRIVE  VER","","VERNON HILLS  IL  60","IL","60061","NORTH AMERICAN SOLUTIONS CORPORA","8476685921","080000","","","","","N","","","","","","N","","2","01442016","08"
2015041040,"07","9","9 QUAIL DR.","","OLD BRIDGE","NJ","08857","KEASBAY ENTERPRISES INC.","8484591762","080000","","","","","N","","","","","","N","","1","00265752","08"
2015099267,"03","1","206 DAIRY RD","","TAMAQUA","PA","18252","PANTHER VALLEY CARRIERS","5703865246","073280","","","","","N","","","","","","N","","2","00038213","08"
2015099267,"03","1","60 E MAIN ST PO BOX 546","","LEOLA","PA","17540","DTX INC","7176562236","080000","","","","","N","","","","","","N","","1","00217295","08"
2015120232,"05","1","700 KEYSER AVE","","SCRANTON","PA","18510","BOLUS FREIGHT SYSTEMS INC","5703421903","008800","","","","","N","","","","","","N","","1","00038073","06"
2015120232,"05","1","5041 CITY ST APT 1732","","ORLANDO","FL","32839","DIAMOND HAWK LOGISTICS","4076016964","088000","","","","","N","","","","","","N","","2","02548341","06"
2015080239,"03","8","1060 LEHIGH ST","","ALLENTOWN","PA","18103","LEHIGH AND NORTHAMPTON TRANSPORT","6104355719","037930","","","","","N","","","","","","N","","2","99999999","11"
2015033806,"05","3","6629 RT 22","","DELMONT","PA","15626","KIRK TRUCKING","7244688100","080000","","","","","N","","","","","","N","","1","00088322","08"
2015130425,"05","1","6543 DEANS HILL ROAD","","BERRIEN CENTER","MI","49102","BELIEVE TRANSPORT SERVICES","2699447442","080000","","","","","N","","","","","000791913","N","","2","02319733","08"
2015108539,"06","8","461 SPRUCE ST","200 HAHN RD","MIDDLETOWN","PA","17057","FIRST STUDENT INC","2129947100","999999","","","","","N","","","","","000205028","N","","1","00354406","11"
2015137148,"02","1","700 ROCKY GLEN ROAD","","SCRANTON","PA","18505","JACK WILLIAMS TIRE CO","5704575000","","","","","","N","","","","","","N","A-8914454","1","02305159","03"
2015055061,"02","3","3456 LINCOLN HIGHWAY EA","","PARADISE","PA","17562","CJS AUTOMOTIVE","7178239400","026000","","","","","N","","","","","","N","","1","02088424","03"
2015087591,"03","9","732 GRAND ST","","TRENTON","NJ","08610","STANLEY M KELTON","7325805476","080000","","","","","N","","","","","","N","","2","01628500","08"
2015081962,"05","1","3513 ADAMS CENTER ROAD","","FORT WAYNE","IN","46806","YELLOW TRANSPORTATION INC.","9136966100","047000","","","","","N","","","","","000002202","N","","1","00071821","08"
2015082927,"06","1","6525 SHILOH RD STE 900","","ALPHARETTA","GA","30005","LAZER SPOT INC","9999999999","","","","","","N","","","","","","N","","2","","08"
2015083601,"04","5","201 IRON VALLEY DRIVE","","LEBANON","PA","17042","BBGY TRUCKING INC","7178674641","073280","","","","","N","","","","","","N","","1","02331364","04"
2015013859,"05","2","88 DONALDSON STREET","","ZERBE","PA","17981","RICK'S BACKHOE SERVICE INC","5706953521","080000","","","","","N","","","","","","N","","1","00388139","08"
2015102082,"99","2","228 GARDEN RD","","ELMER","NJ","08318","GARDEN LEASING","8563587555","","3","","","","Y","1","","","","043339091","N","","1","00907709","06"
2015079853,"05","9","2700 NEW RODGERS RD,","","BRISTOL","PA","19007","ROBS AUTOMOTIVE &COLLISION CENTE","2158260520","080000","","","","","N","","","","","000318413","N","","2","","08"
2015041423,"02","8","2070 MATTHEWS RUN RD","","YOUNGSVILLE","PA","16371","JOHNSON TRANSPORTATION LLC","8145639738","","","","","","N","","","","","","N","","2","","11"
2015133994,"99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","","","","","","","U","","1","","08"
2015068705,"03","5","104 MAIN ST PO BOX 376","","FALLS CREEK","PA","15840","DUBROOK EQUIPMENT LLC","7242833111","073280","","","","","N","","","","","","N","","2","00273828","04"
2015084271,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","RYDER TRUCK","9999999999","999999","","","","","","","","","","","U","","2","","09"
2015099668,"05","4","1109 SAUNDERS COURT","","WEST CHESTER","PA","19380","ON SITE MANAGEMENT","6104303100","","","","","","N","","","","","","N","","2","00954063","06"
2015117229,"05","2","182 WORTHINGTON SLATE","","WORTHINGTON","PA","16262","RA MERRYMAN TRUCKING","7246648319","080000","","","","","N","","","","","","N","","2","00547856","08"
2015056843,"03","9","1644 BEIGHLEY RD","","APOLLO","PA","15613","EXCAVATION CONTRACTING BY EREMIE","4122876896","062000","","","","","N","","","","","","N","","2","","04"
2015087745,"05","1","312 W 35TH AVE","","GRIFFITH","IN","46319","EASTERN EXPRESS INC","7402528086","080000","","","","","N","","","","","","N","","2","00149582","08"
2015014056,"05","1","3025 WEST 17TH ST.","","ERIE","PA","16505","LAKE ERIE LOGISTICS LLC.","8144640948","080000","","","","","N","","","","","","N","A-00121147","2","01236032","08"
2015027275,"05","3","3661 ROUTE 28N","","BROOKVILLE","PA","15825","BARBER TRUCKING","8149131527","080000","","","","","N","","","","","","N","","2","00387544","08"
